,From,To,Connection
4456,732,8318,1
4457,732,8404,1
4458,732,8525,1
4459,732,8813,1
4460,732,8885,1
4461,732,9131,1
4462,732,9489,1
4463,7367,47,1
4464,7367,732,1
4465,7367,801,1
4466,7367,871,1
4467,7367,910,1
4468,7367,2248,1
4469,7367,2977,1
4470,7367,3590,1
4471,7367,3811,1
4472,7367,6423,1
4473,7367,6514,1
4474,7367,6530,1
4475,7367,7704,1
4476,7367,7946,1
4477,7367,8500,1
4478,7367,8813,1
4479,7367,8885,1
4480,7367,9440,1
4481,7367,9489,1
4482,5116,651,1
4483,5116,779,1
4484,5116,2622,1
4485,5116,2772,1
4486,5116,4024,1
4487,5116,4544,1
4488,5116,5048,1
4489,5116,5118,1
4490,5116,5685,1
4491,5116,5863,1
4492,5116,7491,1
4493,5116,7918,1
4494,5116,8159,1
4495,5116,8161,1
4496,2933,824,1
4497,2933,2701,1
4498,2933,3824,1
4499,2933,3869,1
4500,2933,5138,1
4501,2933,7646,1
4502,3824,2713,1
4503,3824,2933,1
4504,3824,3869,1
4505,3824,5138,1
4506,3824,6002,1
4507,3824,7646,1
4508,3824,7649,1
4509,3869,490,1
4510,3869,808,1
4511,3869,981,1
4512,3869,1312,1
4513,3869,2933,1
4514,3869,2934,1
4515,3869,3105,1
4516,3869,3824,1
4517,3869,3919,1
4518,3869,5138,1
4519,3869,5707,1
4520,3869,5743,1
4521,3869,8786,1
4522,3869,9080,1
4523,3869,9207,1
4524,3869,9301,1
4525,5138,275,1
4526,5138,769,1
4527,5138,1778,1
4528,5138,1779,1
4529,5138,2933,1
4530,5138,3824,1
4531,5138,3869,1
4532,5138,4024,1
4533,5138,4082,1
4534,5138,7646,1
4535,5138,7920,1
4536,5138,7981,1
4537,5138,8045,1
4538,5138,8167,1
4539,5138,8530,1
4540,5925,273,1
4541,5925,384,1
4542,5925,1027,1
4543,5925,1133,1
4544,5925,1364,1
4545,5925,1591,1
4546,5925,1850,1
4547,5925,1926,1
4548,5925,2181,1
4549,5925,2695,1
4550,5925,2712,1
4551,5925,3022,1
4552,5925,3524,1
4553,5925,3782,1
4554,5925,3871,1
4555,5925,3970,1
4556,5925,3992,1
4557,5925,4186,1
4558,5925,4623,1
4559,5925,4736,1
4560,5925,4999,1
4561,5925,5058,1
4562,5925,5264,1
4563,5925,5559,1
4564,5925,5802,1
4565,5925,6485,1
4566,5925,6645,1
4567,5925,6703,1
4568,5925,7024,1
4569,5925,7393,1
4570,5925,7412,1
4571,5925,8476,1
4572,5925,8592,1
4573,5925,8885,1
4574,5925,9076,1
4575,5925,9320,1
4576,5925,9477,1
4577,6703,1552,1
4578,6703,3035,1
4579,6703,3091,1
4580,6703,3130,1
4581,6703,4876,1
4582,6703,5925,1
4583,6703,6033,1
4584,6703,6081,1
4585,6703,7035,1
4586,6703,8592,1
4587,6703,9043,1
4588,168,4262,1
4589,168,4754,1
4590,168,4800,1
4591,168,5226,1
4592,168,6952,1
4593,168,7069,1
4594,168,8476,1
4595,168,9451,1
4596,5226,168,1
4597,5226,331,1
4598,5226,341,1
4599,5226,1926,1
4600,5226,1940,1
4601,5226,2291,1
4602,5226,2340,1
4603,5226,3327,1
4604,5226,3970,1
4605,5226,3981,1
4606,5226,4363,1
4607,5226,4754,1
4608,5226,5051,1
4609,5226,5906,1
4610,5226,6952,1
4611,5226,7938,1
4612,5226,8375,1
4613,5226,8911,1
4614,5226,9425,1
4615,5226,9451,1
4616,6952,168,1
4617,6952,642,1
4618,6952,1110,1
4619,6952,1558,1
4620,6952,1866,1
4621,6952,2399,1
4622,6952,2922,1
4623,6952,4248,1
4624,6952,4649,1
4625,6952,4754,1
4626,6952,4942,1
4627,6952,5226,1
4628,6952,6150,1
4629,6952,8476,1
4630,6952,8909,1
4631,6952,9213,1
4632,6952,9451,1
4633,1110,568,1
4634,1110,703,1
4635,1110,836,1
4636,1110,2858,1
4637,1110,4754,1
4638,1110,4942,1
4639,1110,6952,1
4640,1110,8983,1
4641,1110,9074,1
4642,4942,1110,1
4643,4942,4754,1
4645,8612,924,1
4646,8612,3075,1
4647,8612,3652,1
4648,8612,3952,1
4649,8612,4156,1
4650,8612,5981,1
4651,8612,7658,1
4652,8612,8616,1
4653,8612,8948,1
4654,8616,4069,1
4655,8616,4577,1
4656,8616,5981,1
4657,8616,6230,1
4658,8616,8191,1
4659,8616,8612,1
4660,2699,992,1
4661,2699,1097,1
4662,2699,1126,1
4663,2699,1271,1
4664,2699,1543,1
4665,2699,1610,1
4666,2699,2090,1
4667,2699,2806,1
4668,2699,5103,1
4669,2699,5117,1
4670,2699,5479,1
4671,2699,5858,1
4672,2699,6790,1
4673,2699,7223,1
4674,2699,7261,1
4675,2699,7545,1
4676,2699,9042,1
4677,2699,9165,1
4678,4484,411,1
4679,4484,1017,1
4680,4484,2564,1
4681,4484,3364,1
4682,4484,4289,1
4683,4484,5177,1
4684,4484,6168,1
4685,4484,7243,1
4686,4484,7515,1
4687,4484,7734,1
4688,4484,7755,1
4689,4484,7847,1
4690,4484,8185,1
4691,4484,9810,1
4692,7755,857,1
4693,7755,1095,1
4694,7755,3594,1
4695,7755,4277,1
4696,7755,4484,1
4697,7755,5060,1
4698,7755,5793,1
4699,7755,8185,1
4700,7755,9486,1
4701,8185,411,1
4702,8185,1209,1
4703,8185,2434,1
4704,8185,4484,1
4705,8185,5177,1
4706,8185,6437,1
4707,8185,6690,1
4708,8185,7755,1
4709,2352,263,1
4710,2352,287,1
4711,2352,757,1
4712,2352,785,1
4713,2352,806,1
4714,2352,1161,1
4715,2352,1298,1
4716,2352,1336,1
4717,2352,1368,1
4718,2352,1746,1
4719,2352,1795,1
4720,2352,2072,1
4721,2352,2123,1
4722,2352,2513,1
4723,2352,2557,1
4724,2352,2713,1
4725,2352,2786,1
4726,2352,2808,1
4727,2352,3095,1
4728,2352,3258,1
4729,2352,3966,1
4730,2352,4111,1
4731,2352,4186,1
4732,2352,4439,1
4733,2352,4806,1
4734,2352,4937,1
4735,2352,4989,1
4736,2352,5111,1
4737,2352,5151,1
4738,2352,5326,1
4739,2352,5606,1
4740,2352,6002,1
4741,2352,6577,1
4742,2352,6927,1
4743,2352,6942,1
4744,2352,6971,1
4745,2352,7062,1
4746,2352,7161,1
4747,2352,7224,1
4748,2352,7510,1
4749,2352,8262,1
4750,2352,8312,1
4751,2352,8371,1
4752,2352,8445,1
4753,2352,8476,1
4754,2352,8693,1
4755,2352,8905,1
4756,2352,9076,1
4757,2352,9115,1
4758,2352,9137,1
4759,2352,9219,1
4760,2352,9700,1
4761,2352,9864,1
4762,2352,9870,1
4763,4989,378,1
4764,4989,538,1
4765,4989,651,1
4766,4989,869,1
4767,4989,1095,1
4768,4989,1336,1
4769,4989,1795,1
4770,4989,2352,1
4771,4989,2445,1
4772,4989,2472,1
4773,4989,3067,1
4774,4989,3138,1
4775,4989,3382,1
4776,4989,3578,1
4777,4989,4014,1
4778,4989,4273,1
4779,4989,4806,1
4780,4989,4941,1
4781,4989,5029,1
4782,4989,5270,1
4783,4989,5564,1
4784,4989,5763,1
4785,4989,6183,1
4786,4989,8159,1
4787,4989,8301,1
4788,4989,8753,1
4789,4989,8778,1
4790,4989,9488,1
4791,4989,9603,1
4792,4935,4611,1
4793,4935,7091,1
4794,4935,7422,1
4795,4935,7626,1
4796,9451,168,1
4797,9451,1186,1
4798,9451,1558,1
4799,9451,1621,1
4800,9451,2340,1
4801,9451,3489,1
4802,9451,4471,1
4803,9451,4688,1
4804,9451,5226,1
4805,9451,6048,1
4806,9451,6548,1
4807,9451,6952,1
4808,9451,7069,1
4809,9451,7711,1
4810,9451,7938,1
4811,9451,8271,1
4812,8028,99,1
4813,8028,3514,1
4814,846,2376,1
4815,846,2713,1
4816,846,3592,1
4817,846,3604,1
4818,846,3839,1
4819,846,6002,1
4820,846,6380,1
4821,846,6530,1
4822,846,8782,1
4823,8782,846,1
4824,8782,967,1
4825,8782,1836,1
4826,8782,2713,1
4827,8782,3144,1
4828,8782,3604,1
4829,8782,3839,1
4830,8782,3965,1
4831,8782,5748,1
4832,8782,6002,1
4833,2030,2712,1
4834,2030,2786,1
4835,2030,2788,1
4836,2030,2990,1
4837,2030,3524,1
4838,2030,4064,1
4839,2030,4129,1
4840,2030,8535,1
4841,2030,8891,1
4842,2990,47,1
4843,2990,248,1
4844,2990,905,1
4845,2990,978,1
4846,2990,1270,1
4847,2990,1388,1
4848,2990,1760,1
4849,2990,2030,1
4850,2990,2181,1
4851,2990,3258,1
4852,2990,3425,1
4853,2990,4539,1
4854,2990,4622,1
4855,2990,5739,1
4856,2990,6477,1
4857,2990,7432,1
4858,2990,7624,1
4859,2990,8102,1
4860,2990,8427,1
4861,2990,8891,1
4862,8891,495,1
4863,8891,1046,1
4864,8891,1459,1
4865,8891,2030,1
4866,8891,2110,1
4867,8891,2174,1
4868,8891,2363,1
4869,8891,2483,1
4870,8891,2712,1
4871,8891,2786,1
4872,8891,2872,1
4873,8891,2990,1
4874,8891,3524,1
4875,8891,4064,1
4876,8891,4962,1
4877,8891,5264,1
4878,8891,8885,1
4879,8891,9466,1
4880,230,222,1
4881,230,417,1
4882,230,795,1
4883,230,981,1
4884,230,1312,1
4885,230,1545,1
4886,230,2276,1
4887,230,2432,1
4888,230,3203,1
4889,230,3245,1
4890,230,3469,1
4891,230,3542,1
4892,230,3627,1
4893,230,3833,1
4894,230,3929,1
4895,230,4092,1
4896,230,4466,1
4897,230,4491,1
4898,230,4956,1
4899,230,5107,1
4900,230,5244,1
4901,230,6187,1
4902,230,6363,1
4903,230,7842,1
4904,230,8744,1
4905,230,8786,1
4906,230,9339,1
4907,230,9667,1
4908,981,230,1
4909,981,1312,1
4910,981,1374,1
4911,981,1545,1
4912,981,2276,1
4913,981,2497,1
4914,981,2867,1
4915,981,3090,1
4916,981,3203,1
4917,981,3245,1
4918,981,3869,1
4919,981,5244,1
4920,981,5440,1
4921,981,5707,1
4922,981,5768,1
4923,981,7746,1
4924,981,7842,1
4925,981,8365,1
4926,981,8786,1
4927,981,8894,1
4928,981,9335,1
4929,7842,160,1
4930,7842,230,1
4931,7842,382,1
4932,7842,981,1
4933,7842,1585,1
4934,7842,2028,1
4935,7842,2538,1
4936,7842,4381,1
4937,7842,4394,1
4938,7842,6072,1
4939,7842,6672,1
4940,7842,6832,1
4941,7842,7241,1
4942,7842,8934,1
4943,7842,9691,1
4944,671,620,1
4945,671,966,1
4946,671,5128,1
4947,671,7349,1
4948,671,9197,1
4949,5128,671,1
4950,5128,966,1
4951,5128,7349,1
4952,5128,9197,1
4953,9197,512,1
4954,9197,671,1
4955,9197,966,1
4956,9197,2062,1
4957,9197,2285,1
4958,9197,3356,1
4959,9197,3401,1
4960,9197,3619,1
4961,9197,5128,1
4962,9197,7349,1
4963,9197,8629,1
4964,2323,509,1
4965,2323,871,1
4966,2323,1837,1
4967,2323,2137,1
4968,2323,2612,1
4969,2323,2646,1
4970,2323,3240,1
4971,2323,3494,1
4972,2323,5278,1
4973,2323,6404,1
4974,2323,6504,1
4975,2323,7004,1
4976,2323,7444,1
4977,2323,8957,1
4978,2323,9478,1
4979,6404,490,1
4980,6404,1643,1
4981,6404,2323,1
4982,6404,2442,1
4983,6404,2753,1
4984,6404,3706,1
4985,6404,4788,1
4986,6404,5112,1
4987,6404,5435,1
4988,6404,6066,1
4989,6404,6631,1
4990,6404,7146,1
4991,6404,7444,1
4992,6404,7494,1
4993,6404,7683,1
4994,6404,7775,1
4995,6404,7914,1
4996,6404,8314,1
4997,6404,8359,1
4998,6404,8365,1
4999,6404,8461,1
5000,6404,8768,1
5001,6404,8957,1
5002,6404,9447,1
5003,6404,9478,1
5004,6404,9500,1
5005,7444,203,1
5006,7444,618,1
5007,7444,1649,1
5008,7444,2323,1
5009,7444,2668,1
5010,7444,3751,1
5011,7444,4875,1
5012,7444,5120,1
5013,7444,6404,1
5014,7444,8770,1
5015,7444,8957,1
5016,7444,9186,1
5017,7444,9307,1
5018,7444,9419,1
5019,7444,9478,1
5020,8957,1424,1
5021,8957,2323,1
5022,8957,2573,1
5023,8957,2595,1
5024,8957,3515,1
5025,8957,4223,1
5026,8957,4316,1
5027,8957,4822,1
5028,8957,5451,1
5029,8957,5654,1
5030,8957,6404,1
5031,8957,7444,1
5032,8957,8661,1
5033,8957,8954,1
5034,8957,9478,1
5035,9478,89,1
5036,9478,377,1
5037,9478,421,1
5038,9478,431,1
5039,9478,1084,1
5040,9478,1893,1
5041,9478,1955,1
5042,9478,2069,1
5043,9478,2089,1
5044,9478,2284,1
5045,9478,2323,1
5046,9478,2463,1
5047,9478,3339,1
5048,9478,3893,1
5049,9478,4193,1
5050,9478,5644,1
5051,9478,5858,1
5052,9478,6293,1
5053,9478,6404,1
5054,9478,6631,1
5055,9478,6843,1
5056,9478,7444,1
5057,9478,7494,1
5058,9478,8827,1
5059,9478,8957,1
5060,9478,9156,1
5061,9478,9260,1
5062,9478,9754,1
5063,3035,2053,1
5064,3035,2900,1
5065,3035,3268,1
5066,3035,3750,1
5067,3035,4266,1
5068,3035,5398,1
5069,3035,6072,1
5070,3035,6115,1
5071,3035,6397,1
5072,3035,6703,1
5073,3035,8214,1
5074,3035,8694,1
5075,3035,8934,1
5077,2824,287,1
5078,2824,329,1
5079,2824,1327,1
5080,2824,1940,1
5081,2824,2160,1
5082,2824,2330,1
5083,2824,2467,1
5084,2824,2808,1
5085,2824,3693,1
5086,2824,4111,1
5087,2824,4235,1
5088,2824,4585,1
5089,2824,6577,1
5090,2824,6597,1
5091,2824,6652,1
5092,2824,6927,1
5093,2824,7038,1
5094,2824,7300,1
5095,2824,7648,1
5096,2824,7850,1
5097,2824,7889,1
5098,2824,7971,1
5099,2824,8077,1
5100,2824,8927,1
5101,2824,8934,1
5102,2824,9165,1
5103,2824,9492,1
5104,2824,9700,1
5105,7088,1778,1
5106,7088,1787,1
5107,7088,2771,1
5108,7088,3823,1
5109,7088,5358,1
5110,7088,7075,1
5111,7088,7090,1
5112,7088,7646,1
5113,7088,7663,1
5114,7088,7914,1
5115,7088,8909,1
5116,7914,57,1
5117,7914,490,1
5118,7914,816,1
5119,7914,3105,1
5120,7914,4125,1
5121,7914,5435,1
5122,7914,5869,1
5123,7914,6404,1
5124,7914,6970,1
5125,7914,7075,1
5126,7914,7085,1
5127,7914,7088,1
5128,7914,7494,1
5129,7914,7914,1
5130,7914,7920,1
5131,7914,7947,1
5132,7914,8314,1
5133,7914,8365,1
5134,7914,9455,1
5135,4090,5690,1
5136,4090,9007,1
5137,4090,9570,1
5138,4090,9599,1
5139,4090,9665,1
5140,9007,4090,1
5141,9007,5377,1
5142,9007,7536,1
5143,9007,8657,1
5144,9007,9599,1
5145,9599,2135,1
5146,9599,2577,1
5147,9599,2584,1
5148,9599,3512,1
5149,9599,3741,1
5150,9599,3996,1
5151,9599,4090,1
5152,9599,4091,1
5153,9599,4253,1
5154,9599,5073,1
5155,9599,5690,1
5156,9599,6208,1
5157,9599,6327,1
5158,9599,6392,1
5159,9599,8726,1
5160,9599,8859,1
5161,9599,9007,1
5162,9599,9333,1
5163,9599,9544,1
5164,9599,9570,1
5165,9599,9580,1
5166,2567,442,1
5167,2567,473,1
5168,2567,659,1
5169,2567,670,1
5170,2567,785,1
5171,2567,1091,1
5172,2567,1098,1
5173,2567,1242,1
5174,2567,1257,1
5175,2567,1311,1
5176,2567,1543,1
5177,2567,1554,1
5178,2567,1652,1
5179,2567,2266,1
5180,2567,2651,1
5181,2567,4944,1
5182,2567,5282,1
5183,2567,5363,1
5184,2567,5748,1
5185,2567,5945,1
5186,2567,7057,1
5187,2567,7255,1
5188,2567,7395,1
5189,2567,7580,1
5190,2567,7653,1
5191,2567,8311,1
5192,2567,8663,1
5193,2567,8893,1
5194,2567,8900,1
5195,2567,9169,1
5196,2567,9210,1
5197,2567,9760,1
5198,2651,895,1
5199,2651,1311,1
5200,2651,1652,1
5201,2651,2567,1
5202,2651,4367,1
5203,2651,5282,1
5204,2651,7057,1
5205,7057,2567,1
5206,7057,2651,1
5207,7057,3493,1
5208,7057,4552,1
5209,7057,4594,1
5210,7057,5282,1
5211,7057,6167,1
5212,7057,8191,1
5213,7057,8532,1
5214,3751,618,1
5215,3751,1649,1
5216,3751,2497,1
5217,3751,2710,1
5218,3751,4808,1
5219,3751,7444,1
5220,3751,9855,1
5221,9855,650,1
5222,9855,2497,1
5223,9855,3751,1
5224,9855,4808,1
5225,9855,4947,1
5226,9855,6636,1
5227,9855,6739,1
5228,9855,9811,1
5229,9855,9835,1
5230,900,371,1
5231,900,1328,1
5232,900,1506,1
5233,900,2413,1
5234,900,2776,1
5235,900,5345,1
5236,900,6688,1
5237,900,8307,1
5238,900,8671,1
5239,1328,508,1
5240,1328,900,1
5241,1328,2776,1
5242,1328,3375,1
5243,1328,3706,1
5244,1328,5312,1
5245,1328,6377,1
5246,1328,6688,1
5247,1328,7117,1
5248,1328,7614,1
5249,1328,8112,1
5250,1328,8307,1
5251,1328,8671,1
5252,1328,9243,1
5253,2776,796,1
5254,2776,900,1
5255,2776,1328,1
5256,2776,1506,1
5257,2776,2227,1
5258,2776,2413,1
5259,2776,5345,1
5260,2776,6688,1
5261,2776,8307,1
5262,2776,8671,1
5263,8307,900,1
5264,8307,1328,1
5265,8307,1506,1
5266,8307,2413,1
5267,8307,2776,1
5268,8307,5345,1
5269,8307,6245,1
5270,8307,6688,1
5271,8307,8671,1
5272,8671,791,1
5273,8671,900,1
5274,8671,1328,1
5275,8671,1506,1
5276,8671,2413,1
5277,8671,2776,1
5278,8671,5345,1
5279,8671,5844,1
5280,8671,6245,1
5281,8671,6688,1
5282,8671,8307,1
5283,1722,651,1
5284,1722,1054,1
5285,1722,1108,1
5286,1722,1373,1
5287,1722,1531,1
5288,1722,1645,1
5289,1722,1856,1
5290,1722,2072,1
5291,1722,2220,1
5292,1722,2241,1
5293,1722,2622,1
5294,1722,2786,1
5295,1722,3002,1
5296,1722,3065,1
5297,1722,3552,1
5298,1722,3592,1
5299,1722,4667,1
5300,1722,4688,1
5301,1722,4924,1
5302,1722,5008,1
5303,1722,5009,1
5304,1722,5302,1
5305,1722,6217,1
5306,1722,6293,1
5307,1722,6458,1
5308,1722,6747,1
5309,1722,6864,1
5310,1722,6912,1
5311,1722,7201,1
5312,1722,7491,1
5313,1722,7502,1
5314,1722,7664,1
5315,1722,8068,1
5316,1722,8267,1
5317,1722,8404,1
5318,1722,8890,1
5319,1722,8934,1
5320,1722,9050,1
5321,1722,9145,1
5322,1722,9320,1
5323,1722,9655,1
5324,1722,9670,1
5325,3002,1722,1
5326,3002,1723,1
5327,3002,1803,1
5328,3002,7201,1
5329,3002,8267,1
5330,7201,99,1
5331,7201,478,1
5332,7201,573,1
5333,7201,735,1
5334,7201,1234,1
5335,7201,1472,1
5336,7201,1715,1
5337,7201,1722,1
5338,7201,1778,1
5339,7201,3002,1
5340,7201,3485,1
5341,7201,3736,1
5342,7201,3847,1
5343,7201,3934,1
5344,7201,3966,1
5345,7201,4130,1
5346,7201,4195,1
5347,7201,4206,1
5348,7201,4214,1
5349,7201,4215,1
5350,7201,4219,1
5351,7201,4579,1
5352,7201,4759,1
5353,7201,5048,1
5354,7201,5174,1
5355,7201,5685,1
5356,7201,5738,1
5357,7201,6520,1
5358,7201,6555,1
5359,7201,6630,1
5360,7201,7062,1
5361,7201,7665,1
5362,7201,8072,1
5363,7201,8693,1
5364,7201,8753,1
5365,7201,9043,1
5366,7201,9287,1
5367,7201,9488,1
5368,7201,9509,1
5369,7201,9627,1
5370,726,1209,1
5371,726,1882,1
5372,726,1952,1
5373,726,2167,1
5374,726,2291,1
5375,726,2457,1
5376,726,2800,1
5377,726,2982,1
5378,726,3358,1
5379,726,3579,1
5380,726,3804,1
5381,726,3871,1
5382,726,3938,1
5383,726,4078,1
5384,726,4277,1
5385,726,5414,1
5386,726,5609,1
5387,726,5996,1
5388,726,6437,1
5389,726,7012,1
5390,726,7024,1
5391,726,8753,1
5392,726,9537,1
5393,726,9736,1
5394,3579,193,1
5395,3579,726,1
5396,3579,1209,1
5397,3579,1802,1
5398,3579,1882,1
5399,3579,1952,1
5400,3579,2457,1
5401,3579,2703,1
5402,3579,2978,1
5403,3579,2982,1
5404,3579,3804,1
5405,3579,4589,1
5406,3579,5609,1
5407,3579,6437,1
5408,3579,7024,1
5409,4024,952,1
5410,4024,1736,1
5411,4024,4106,1
5412,4024,4150,1
5413,4024,4156,1
5414,4024,4544,1
5415,4024,5116,1
5416,4024,5117,1
5417,4024,5138,1
5418,4024,6514,1
5419,4024,7919,1
5420,4024,7920,1
5421,4024,8159,1
5422,4024,8167,1
5423,4024,8530,1
5424,8012,522,1
5425,8012,735,1
5426,8012,2028,1
5427,8012,2410,1
5428,8012,2788,1
5429,8012,2882,1
5430,8012,3258,1
5431,8012,3693,1
5432,8012,3934,1
5433,8012,3970,1
5434,8012,4264,1
5435,8012,4471,1
5436,8012,4715,1
5437,8012,5473,1
5438,8012,5739,1
5439,8012,6397,1
5440,8012,6880,1
5441,8012,6937,1
5442,8012,7072,1
5443,8012,7107,1
5444,8012,7428,1
5445,8012,7889,1
5446,8012,8456,1
5447,8012,8476,1
5448,8012,8539,1
5449,1960,2072,1
5450,1960,5606,1
5451,1960,6859,1
5452,1960,7062,1
5453,1960,7948,1
5454,2648,456,1
5455,2648,1837,1
5456,2648,3549,1
5457,2648,3757,1
5458,2648,6301,1
5459,2648,8262,1
5460,2648,8404,1
5461,7466,179,1
5462,7466,221,1
5463,7466,1695,1
5464,7466,2252,1
5465,7466,2882,1
5466,7466,3634,1
5467,7466,4111,1
5468,7466,4957,1
5469,7466,5151,1
5470,7466,5420,1
5471,7466,6463,1
5472,7466,6530,1
5473,7466,7949,1
5474,7466,7999,1
5475,7466,8539,1
5476,7466,8733,1
5477,7466,8785,1
5478,7466,8934,1
5479,318,1596,1
5480,318,1775,1
5481,318,2360,1
5482,318,2874,1
5483,318,4819,1
5484,318,5461,1
5485,318,6196,1
5486,318,6474,1
5487,318,7121,1
5488,318,9140,1
5489,318,9829,1
5490,2469,12,1
5491,2469,921,1
5492,2469,4609,1
5493,2469,7363,1
5494,2469,7713,1
5495,2469,7722,1
5496,2469,9474,1
5497,4609,921,1
5498,4609,2469,1
5499,4609,7713,1
5500,4609,7722,1
5501,7713,921,1
5502,7713,2469,1
5503,7713,4609,1
5504,3732,670,1
5505,3732,756,1
5506,3732,1099,1
5507,3732,2191,1
5508,3732,4611,1
5509,3732,5363,1
5510,3732,5859,1
5511,3732,6258,1
5512,3732,6599,1
5513,3732,7091,1
5514,3732,7777,1
5515,7091,1195,1
5516,7091,2191,1
5517,7091,2882,1
5518,7091,3732,1
5519,7091,4611,1
5520,7091,4935,1
5521,7091,6545,1
5522,7091,7090,1
5523,7091,7422,1
5524,7091,7626,1
5525,7091,8141,1
5526,7091,8885,1
5527,2668,1649,1
5528,2668,2611,1
5529,2668,3451,1
5530,2668,3800,1
5531,2668,4638,1
5532,2668,7444,1
5533,2668,9307,1
5534,4638,2342,1
5535,4638,2668,1
5536,4638,3140,1
5537,4638,3872,1
5538,4638,4925,1
5539,7232,2360,1
5540,7232,2380,1
5541,7232,2874,1
5543,1405,222,1
5544,1405,361,1
5545,1405,2443,1
5546,1405,2553,1
5547,1405,4164,1
5548,1405,4491,1
5549,1405,5141,1
5550,1405,6500,1
5551,1405,9731,1
5552,5141,222,1
5553,5141,1405,1
5554,5141,1416,1
5555,5141,1425,1
5556,5141,1972,1
5557,5141,2313,1
5558,5141,2913,1
5559,5141,4168,1
5560,5141,4491,1
5561,5141,6187,1
5562,5141,6363,1
5563,5141,7903,1
5564,5141,7907,1
5565,5141,8224,1
5566,5141,8571,1
5567,5141,9731,1
5568,8629,407,1
5569,8629,436,1
5570,8629,805,1
5571,8629,2062,1
5572,8629,3356,1
5573,8629,4486,1
5574,8629,9197,1
5576,3774,405,1
5577,3774,2362,1
5578,3774,3881,1
5579,3774,5681,1
5580,3774,6226,1
5581,3774,6523,1
5582,3774,6575,1
5583,3881,405,1
5584,3881,2362,1
5585,3881,2940,1
5586,3881,3774,1
5587,3881,5681,1
5588,3881,6226,1
5589,3881,6523,1
5590,3881,6796,1
5591,405,3774,1
5593,4535,368,1
5594,4535,2582,1
5595,4535,6316,1
5596,4535,8608,1
5597,4535,9869,1
5598,9869,675,1
5599,9869,728,1
5600,9869,737,1
5601,9869,751,1
5602,9869,1213,1
5603,9869,1903,1
5604,9869,2028,1
5605,9869,2611,1
5606,9869,2628,1
5607,9869,3281,1
5608,9869,3293,1
5609,9869,3708,1
5610,9869,3775,1
5611,9869,4535,1
5612,9869,4923,1
5613,9869,5604,1
5614,9869,5673,1
5615,9869,5739,1
5616,9869,7060,1
5617,9869,7108,1
5618,9869,7124,1
5619,9869,7912,1
5620,9869,8303,1
5621,9869,9076,1
5622,9869,9492,1
5623,9869,9499,1
5624,9869,9818,1
5625,1242,1656,1
5626,1242,2567,1
5627,1242,2984,1
5628,1242,5282,1
5629,1242,6236,1
5630,1242,8278,1
5631,1242,8900,1
5632,6436,5455,1
5633,6436,6665,1
5634,6436,8491,1
5635,6436,9144,1
5636,9144,209,1
5637,9144,322,1
5638,9144,539,1
5639,9144,2332,1
5640,9144,2882,1
5641,9144,4561,1
5642,9144,4723,1
5643,9144,5178,1
5644,9144,6187,1
5647,921,1052,1
5648,921,2179,1
5649,921,2469,1
5650,921,3506,1
5651,921,4609,1
5652,921,5476,1
5653,921,6918,1
5654,921,7324,1
5656,921,7722,1
5657,921,7758,1
5658,921,8542,1
5659,921,9296,1
5660,5117,823,1
5661,5117,1775,1
5662,5117,2413,1
5663,5117,2699,1
5664,5117,2767,1
5665,5117,4024,1
5666,5117,4156,1
5667,5117,4871,1
5668,5117,5008,1
5669,5117,5487,1
5670,5117,5863,1
5671,5117,6394,1
5672,5117,6497,1
5673,5117,6514,1
5674,5117,6779,1
5675,5117,6912,1
5676,5117,6941,1
5677,5117,7422,1
5678,5117,7844,1
5679,5117,8159,1
5680,5117,8161,1
5681,5117,9165,1
5682,5863,823,1
5683,5863,1776,1
5684,5863,1778,1
5685,5863,3795,1
5686,5863,3811,1
5687,5863,3823,1
5688,5863,4544,1
5689,5863,5008,1
5690,5863,5116,1
5691,5863,5117,1
5692,5863,6514,1
5693,5863,6518,1
5694,5863,6912,1
5695,5863,7061,1
5696,5863,7918,1
5697,5863,9548,1
5698,9492,43,1
5699,9492,94,1
5700,9492,331,1
5701,9492,390,1
5702,9492,632,1
5703,9492,735,1
5704,9492,737,1
5705,9492,1908,1
5706,9492,1986,1
5707,9492,1999,1
5708,9492,2072,1
5709,9492,2517,1
5710,9492,2539,1
5711,9492,2703,1
5712,9492,2824,1
5713,9492,2949,1
5714,9492,2966,1
5715,9492,3065,1
5716,9492,3091,1
5717,9492,3207,1
5718,9492,3509,1
5719,9492,3938,1
5720,9492,4266,1
5721,9492,4772,1
5722,9492,4849,1
5723,9492,5151,1
5724,9492,5606,1
5725,9492,5739,1
5726,9492,5766,1
5727,9492,6000,1
5728,9492,6454,1
5729,9492,6861,1
5730,9492,6880,1
5731,9492,7107,1
5732,9492,7425,1
5733,9492,7844,1
5734,9492,7889,1
5735,9492,7938,1
5736,9492,8132,1
5737,9492,8476,1
5738,9492,8539,1
5739,9492,9076,1
5740,9492,9617,1
5741,9492,9869,1
5743,1558,93,1
5744,1558,2858,1
5745,1558,3589,1
5746,1558,6263,1
5747,1558,6916,1
5748,1558,6952,1
5749,1558,7210,1
5750,1558,7338,1
5751,1558,9078,1
5752,1558,9451,1
5753,4893,6519,1
5754,6519,511,1
5755,6519,770,1
5756,6519,1394,1
5757,6519,2095,1
5758,6519,2251,1
5759,6519,2663,1
5760,6519,2769,1
